Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE BENCOOLEN,"1,080,660","1,302.44",830,06 May 2010,180B BENCOOLEN STREET #08-01,Resale,Strata,121,"8,931",Office,99 yrs from 24/06/1995,07,18,189648,Central Region,Rochor
THE BENCOOLEN,"625,820",753.48,831,06 May 2010,180B BENCOOLEN STREET #08-05,Resale,Strata,70,"8,940",Office,99 yrs from 24/06/1995,07,18,189648,Central Region,Rochor
THE CENTRAL,"1,151,650",742.72,"1,551",07 May 2010,6 EU TONG SEN STREET #10-01,Resale,Strata,69,"16,691",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
THE CENTRAL,"900,550",581.26,"1,549",07 May 2010,6 EU TONG SEN STREET #10-02,Resale,Strata,54,"16,677",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
THE STRADIA,"430,000",430.56,999,07 May 2010,78 YIO CHU KANG ROAD #01-01,Resale,Strata,40,"10,750",Office,Freehold,19,54,545571,North East Region,Hougang
THE BENCOOLEN,"880,000",656.6,"1,340",07 May 2010,180 BENCOOLEN STREET #02-09,Resale,Strata,61,"14,426",Office,99 yrs from 24/06/1995,07,18,189646,Central Region,Rochor
THE CENTRAL,"1,085,400",602.78,"1,801",10 May 2010,6 EU TONG SEN STREET #07-03,Resale,Strata,56,"19,382",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
HOA NAM BUILDING,"237,000",258.34,917,10 May 2010,27 FOCH ROAD #03-06,Resale,Strata,24,"9,875",Office,Freehold,08,20,209264,Central Region,Kallang
HOA NAM BUILDING,"237,000",258.34,917,10 May 2010,27 FOCH ROAD #03-05,Resale,Strata,24,"9,875",Office,Freehold,08,20,209264,Central Region,Kallang
INTERNATIONAL PLAZA,"1,283,000",936.47,"1,370",11 May 2010,10 ANSON ROAD #15-03,Resale,Strata,87,"14,747",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
TEXTILE CENTRE,"642,000",914.94,702,11 May 2010,200 JALAN SULTAN #09-05,Resale,Strata,85,"7,553",Office,99 yrs from 02/06/1970,07,19,199018,Central Region,Kallang
MALACCA CENTRE,"3,020,220","2,142.04","1,410",11 May 2010,20 MALACCA STREET #16-00,Resale,Strata,199,"15,177",Office,999 yrs from 20/04/1826,01,04,048979,Central Region,Downtown Core
THE BENCOOLEN,"1,180,000",861.12,"1,370",12 May 2010,180 BENCOOLEN STREET #02-06,Resale,Strata,80,"14,750",Office,99 yrs from 24/06/1995,07,18,189646,Central Region,Rochor
PARKWAY PARADE,"1,900,000","1,593.07","1,193",13 May 2010,80 MARINE PARADE ROAD #13-01,Resale,Strata,148,"12,838",Office,99 yrs from 17/08/1979,15,44,449269,Central Region,Marine Parade
THE OCTAGON,"2,660,000","1,905.23","1,396",14 May 2010,105 CECIL STREET #06-02,Resale,Strata,177,"15,028",Office,Freehold,01,06,069534,Central Region,Downtown Core
REALTY CENTRE,"1,040,000","1,022.58","1,017",17 May 2010,15 ENGGOR STREET #05-02,Resale,Strata,95,"10,947",Office,Freehold,02,07,079716,Central Region,Downtown Core
REALTY CENTRE,"3,710,000","3,649","1,017",17 May 2010,"15 ENGGOR STREET #05-01,03,04",Resale,Strata,339,"10,944",Office,Freehold,02,07,079716,Central Region,Downtown Core
N.A.,"1,043,100",548.96,"1,900",17 May 2010,36 ARMENIAN STREET #05-11,New Sale,Strata,51,"20,453",Office,99 yrs from 21/09/2007,06,17,179934,Central Region,Museum
THE CENTRAL,"1,200,000",645.84,"1,858",18 May 2010,8 EU TONG SEN STREET #23-83,Resale,Strata,60,"20,000",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
THE RIVERWALK,"17,800,000","20,160.97",883,18 May 2010,20 UPPER CIRCULAR ROAD #02-21,Resale,Strata,"1,873","9,503",Office,99 yrs from 15/12/1980,01,05,058416,Central Region,Singapore River
EASTGATE,"1,151,370","1,162.51",990,24 May 2010,46 EAST COAST ROAD #09-06,Resale,Strata,108,"10,661",Office,Freehold,15,42,428766,Central Region,Marine Parade
THE CENTRAL,"4,149,998","2,217.38","1,872",25 May 2010,"8 EU TONG SEN STREET #12-85,86,87",Resale,Strata,206,"20,146",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
SUNTEC TOWER ONE,"6,637,000","3,498.3","1,897",26 May 2010,7 TEMASEK BOULEVARD #23-02,Resale,Strata,325,"20,422",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
SUNTEC TOWER ONE,"8,720,000","4,596.23","1,897",26 May 2010,7 TEMASEK BOULEVARD #23-01,Resale,Strata,427,"20,422",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
INTERNATIONAL PLAZA,"720,000",473.62,"1,520",26 May 2010,10 ANSON ROAD #35-02A,Resale,Strata,44,"16,364",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
INTERNATIONAL PLAZA,"3,240,105","2,357.32","1,374",26 May 2010,10 ANSON ROAD #34-08,Resale,Strata,219,"14,795",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
SUNTEC TOWER ONE,"6,903,000","3,638.23","1,897",26 May 2010,7 TEMASEK BOULEVARD #23-03,Resale,Strata,338,"20,423",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
INTERNATIONAL PLAZA,"1,857,600","1,259.39","1,475",27 May 2010,10 ANSON ROAD #28-15,Resale,Strata,117,"15,877",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
INTERNATIONAL PLAZA,"1,287,165",936.47,"1,374",01 Jun 2010,10 ANSON ROAD #34-09,Resale,Strata,87,"14,795",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,"828,800","1,184.04",700,02 Jun 2010,101 UPPER CROSS STREET #04-17,Resale,Strata,110,"7,535",Office,99 yrs from 02/06/1970,01,05,058357,Central Region,Outram
INTERNATIONAL PLAZA,"2,252,400","1,453.14","1,550",03 Jun 2010,10 ANSON ROAD #17-12,Resale,Strata,135,"16,684",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
GOLDHILL PLAZA,"1,205,312","1,184.04","1,018",04 Jun 2010,1 GOLDHILL PLAZA #03-27,Resale,Strata,110,"10,957",Office,999 yrs from 28/07/1973,11,30,308899,Central Region,Novena
ORCHARD PLAZA,"542,400",452.09,"1,200",07 Jun 2010,150 ORCHARD ROAD #07-07,Resale,Strata,42,"12,914",Office,99 yrs from 02/06/1977,09,23,238841,Central Region,Orchard
REGENCY SUITES,"935,000",613.55,"1,524",09 Jun 2010,38 KIM TIAN ROAD #03-05,Resale,Strata,57,"16,404",Office,Freehold,03,16,169262,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,"172,224",215.28,800,09 Jun 2010,317 OUTRAM ROAD #02-52,Resale,Strata,20,"8,611",Office,99 yrs from 16/06/1980,03,16,169075,Central Region,Bukit Merah
ONE SHENTON,"458,800",333.68,"1,375",10 Jun 2010,1 SHENTON WAY #01-12,New Sale,Strata,31,"14,800",Office,99 yrs from 14/10/2005,01,06,068803,Central Region,Downtown Core
THE BENCOOLEN,"938,000",656.6,"1,429",10 Jun 2010,180 BENCOOLEN STREET #02-14,Resale,Strata,61,"15,377",Office,99 yrs from 24/06/1995,07,18,189646,Central Region,Rochor
THE CENTRAL,"1,348,888",645.84,"2,089",11 Jun 2010,8 EU TONG SEN STREET #22-88,Resale,Strata,60,"22,481",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
INTERNATIONAL PLAZA,"1,123,200",936.47,"1,199",14 Jun 2010,10 ANSON ROAD #24-11,Resale,Strata,87,"12,910",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
REGENCY SUITES,"1,400,000","1,151.75","1,216",14 Jun 2010,38 KIM TIAN ROAD #04-07,Resale,Strata,107,"13,084",Office,Freehold,03,16,169262,Central Region,Bukit Merah
INTERNATIONAL PLAZA,"1,170,000",936.47,"1,249",14 Jun 2010,10 ANSON ROAD #14-04,Resale,Strata,87,"13,448",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
THE PLAZA,"560,748",538.2,"1,042",15 Jun 2010,7500A BEACH ROAD #07-313,Resale,Strata,50,"11,215",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Kallang
INTERNATIONAL PLAZA,"674,900",473.62,"1,425",15 Jun 2010,10 ANSON ROAD #23-05,Resale,Strata,44,"15,339",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
LE SHANTIER,"630,000",861.12,732,15 Jun 2010,519 BALESTIER ROAD #02-05,Resale,Strata,80,"7,875",Office,Freehold,12,32,329852,Central Region,Novena
THE PLAZA,"506,000",505.91,"1,000",17 Jun 2010,7500A BEACH ROAD #13-316,Resale,Strata,47,"10,766",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Kallang
INTERNATIONAL PLAZA,"1,236,000",936.47,"1,320",17 Jun 2010,10 ANSON ROAD #22-13,Resale,Strata,87,"14,207",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
GOLDEN MILE COMPLEX,"728,000",925.7,786,18 Jun 2010,5001 BEACH ROAD #09-90,Resale,Strata,86,"8,465",Office,99 yrs from 04/08/1969,07,19,199588,Central Region,Kallang
HIGH STREET PLAZA,"920,000",602.78,"1,526",22 Jun 2010,77 HIGH STREET #09-03,Resale,Strata,56,"16,429",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
N.A.,"1,850,000",958,"1,931",22 Jun 2010,36 ARMENIAN STREET #03-06,New Sale,Strata,89,"20,787",Office,99 yrs from 21/09/2007,06,17,179934,Central Region,Museum
PEOPLE'S PARK COMPLEX,"200,000",290.63,688,22 Jun 2010,1 PARK ROAD #04-36,Resale,Strata,27,"7,407",Office,99 yrs from 25/03/1968,01,05,059108,Central Region,Outram
GUTHRIE BUILDING,"1,000,000","1,302.44",768,23 Jun 2010,150 CHANGI ROAD #02-05,Resale,Strata,121,"8,264",Office,Freehold,14,41,419973,Central Region,Geylang
MANHATTAN HOUSE,"310,000",516.67,600,23 Jun 2010,151 CHIN SWEE ROAD #14-05,Resale,Strata,48,"6,458",Office,99 yrs from 15/10/1969,03,16,169876,Central Region,Outram
THE PLAZA,"516,823",430.56,"1,200",24 Jun 2010,7500A BEACH ROAD #15-319,Resale,Strata,40,"12,921",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Kallang
PEOPLE'S PARK CENTRE,"398,000",527.44,755,24 Jun 2010,101A UPPER CROSS STREET #12-23,Resale,Strata,49,"8,122",Office,99 yrs from 02/06/1970,01,05,058358,Central Region,Outram
N.A.,"1,100,000",559.73,"1,965",25 Jun 2010,36 ARMENIAN STREET #04-10,New Sale,Strata,52,"21,154",Office,99 yrs from 21/09/2007,06,17,179934,Central Region,Museum
PEOPLE'S PARK CENTRE,"728,640","1,011.82",720,25 Jun 2010,101 UPPER CROSS STREET #06-12,Resale,Strata,94,"7,751",Office,99 yrs from 02/06/1970,01,05,058357,Central Region,Outram
AIG BUILDING,"46,500,000","11,473.35","4,053",29 Jun 2010,22 MARTIN ROAD,Resale,Land,"1,065.9","43,625",Office,Freehold,09,23,239058,Central Region,River Valley
HIGH STREET PLAZA,"9,130,000","5,715.68","1,597",29 Jun 2010,"77 HIGH STREET #06-01,03,11 ETC",Resale,Strata,531,"17,194",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
TUNG ANN ASSOCIATION BUILDING,"5,500,000","4,337.89","1,268",30 Jun 2010,"141 CECIL STREET #06-01,02,03,04,05,06,07",Resale,Strata,403,"13,648",Office,Freehold,01,06,069541,Central Region,Downtown Core
UNITED HOUSE,"1,148,000",548.96,"2,091",30 Jun 2010,20 KRAMAT LANE #02-02,Resale,Strata,51,"22,510",Office,Freehold,09,22,228773,Central Region,Orchard
THE ARIZON,"808,000","1,259.39",642,01 Jul 2010,538 GEYLANG ROAD #02-16,Sub Sale,Strata,117,"6,906",Office,Freehold,14,38,389493,Central Region,Geylang
INTERNATIONAL PLAZA,"3,017,338","2,357.32","1,280",02 Jul 2010,10 ANSON ROAD #15-19,Resale,Strata,219,"13,778",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
THE MODULES,"720,000",742.72,969,05 Jul 2010,387 JOO CHIAT ROAD #04-08,Resale,Strata,69,"10,435",Office,Freehold,15,42,427623,Central Region,Marine Parade
ICON@CHANGI,"492,184",333.68,"1,475",05 Jul 2010,228 CHANGI ROAD #02-10,New Sale,Strata,31,"15,877",Office,Freehold,14,41,419741,Central Region,Geylang
EASTGATE,"1,117,325","1,194.8",935,05 Jul 2010,46 EAST COAST ROAD #09-05,Resale,Strata,111,"10,066",Office,Freehold,15,42,428766,Central Region,Marine Parade
EASTGATE,"1,056,550","1,130.22",935,05 Jul 2010,46 EAST COAST ROAD #09-01,Resale,Strata,105,"10,062",Office,Freehold,15,42,428766,Central Region,Marine Parade
N.A.,"2,433,900","1,280.92","1,900",07 Jul 2010,36 ARMENIAN STREET #03-08,New Sale,Strata,119,"20,453",Office,99 yrs from 21/09/2007,06,17,179934,Central Region,Museum
BEAUTY WORLD CENTRE,"578,000",452.09,"1,279",08 Jul 2010,144 UPPER BUKIT TIMAH ROAD #02-02,Resale,Strata,42,"13,762",Office,99 yrs from 18/09/1979,21,58,588177,Central Region,Bukit Timah
CHINATOWN POINT,"929,700","1,033.34",900,12 Jul 2010,133 NEW BRIDGE ROAD #10-01,Resale,Strata,96,"9,684",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
ICON@CHANGI,"531,000",365.98,"1,451",12 Jul 2010,228 CHANGI ROAD #02-05,New Sale,Strata,34,"15,618",Office,Freehold,14,41,419741,Central Region,Geylang
CHINATOWN POINT,"949,500","1,054.87",900,12 Jul 2010,133 NEW BRIDGE ROAD #12-03,Resale,Strata,98,"9,689",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
CHINATOWN POINT,"978,300","1,087.16",900,12 Jul 2010,133 NEW BRIDGE ROAD #09-10,Resale,Strata,101,"9,686",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
FORTUNE CENTRE,"1,500,000","1,679.18",893,12 Jul 2010,190 MIDDLE ROAD #12-07,Resale,Strata,156,"9,615",Office,99 yrs from 18/10/1980,07,18,188979,Central Region,Rochor
CHINATOWN POINT,"949,500","1,054.87",900,12 Jul 2010,133 NEW BRIDGE ROAD #10-08,Resale,Strata,98,"9,689",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
SOUTHBANK,"780,000",527.44,"1,479",16 Jul 2010,883 NORTH BRIDGE ROAD #06-03,Sub Sale,Strata,49,"15,918",Office,99 yrs from 27/01/2006,07,19,198785,Central Region,Kallang
GOLDEN MILE COMPLEX,"1,028,000",570.49,"1,802",16 Jul 2010,5001 BEACH ROAD #01-13,Resale,Strata,53,"19,396",Office,99 yrs from 04/08/1969,07,19,199588,Central Region,Kallang
THE CENTRAL,"1,300,000",645.84,"2,013",16 Jul 2010,8 EU TONG SEN STREET #19-87,Resale,Strata,60,"21,667",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
INTERNATIONAL PLAZA,"1,311,030",936.47,"1,400",22 Jul 2010,10 ANSON ROAD #14-05,Resale,Strata,87,"15,069",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
THE CENTRAL,"1,865,000",925.7,"2,015",22 Jul 2010,8 EU TONG SEN STREET #12-84,Resale,Strata,86,"21,686",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
THE MODULES,"765,000",839.59,911,22 Jul 2010,387 JOO CHIAT ROAD #04-09,Resale,Strata,78,"9,808",Office,Freehold,15,42,427623,Central Region,Marine Parade
INTERNATIONAL PLAZA,"1,273,000",936.47,"1,359",26 Jul 2010,10 ANSON ROAD #34-10,Resale,Strata,87,"14,632",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
MANHATTAN HOUSE,"380,000",462.85,821,26 Jul 2010,151 CHIN SWEE ROAD #09-09,Resale,Strata,43,"8,837",Office,99 yrs from 15/10/1969,03,16,169876,Central Region,Outram
PEOPLE'S PARK COMPLEX,"1,780,000",688.9,"2,584",27 Jul 2010,1 PARK ROAD #02-99,Resale,Strata,64,"27,813",Office,99 yrs from 25/03/1968,01,05,059108,Central Region,Outram
THE MODULES,"480,000",365.98,"1,312",27 Jul 2010,387 JOO CHIAT ROAD #01-02,Resale,Strata,34,"14,118",Office,Freehold,15,42,427623,Central Region,Marine Parade
CHOW HOUSE,"101,000,000","9,084.82","11,117",27 Jul 2010,140 ROBINSON ROAD,Resale,Land,844,"119,668",Office,Freehold,01,06,068907,Central Region,Downtown Core
FORTUNE CENTRE,"595,000",570.49,"1,043",28 Jul 2010,190 MIDDLE ROAD #12-09,Resale,Strata,53,"11,226",Office,99 yrs from 18/10/1980,07,18,188979,Central Region,Rochor
HIGH STREET CENTRE,"713,700",548.96,"1,300",28 Jul 2010,1 NORTH BRIDGE ROAD #20-09,Resale,Strata,51,"13,994",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
INTERNATIONAL PLAZA,"3,017,300","2,357.32","1,280",28 Jul 2010,10 ANSON ROAD #09-24,Resale,Strata,219,"13,778",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
ICON@CHANGI,"616,548",430.56,"1,432",29 Jul 2010,228 CHANGI ROAD #03-02,New Sale,Strata,40,"15,414",Office,Freehold,14,41,419741,Central Region,Geylang
THE CENTRAL,"1,740,102",882.65,"1,971",29 Jul 2010,8 EU TONG SEN STREET #19-93,Resale,Strata,82,"21,221",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
CHINATOWN POINT,"1,202,540","1,054.87","1,140",30 Jul 2010,133 NEW BRIDGE ROAD #14-03,Resale,Strata,98,"12,271",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
ICON@CHANGI,"534,000",365.98,"1,459",30 Jul 2010,228 CHANGI ROAD #03-03,New Sale,Strata,34,"15,706",Office,Freehold,14,41,419741,Central Region,Geylang
N.A.,"1,120,000",559.73,"2,001",02 Aug 2010,36 ARMENIAN STREET #05-10,New Sale,Strata,52,"21,538",Office,99 yrs from 21/09/2007,06,17,179934,Central Region,Museum
HIGH STREET PLAZA,"468,206",322.92,"1,450",02 Aug 2010,77 HIGH STREET #07-09,Resale,Strata,30,"15,607",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
TOWNSHEND BUILDING,"367,500",419.8,875,02 Aug 2010,54 MAUDE ROAD #03-05,Resale,Strata,39,"9,423",Office,Freehold,08,20,208346,Central Region,Kallang
HIGH STREET PLAZA,"602,840",430.56,"1,400",03 Aug 2010,77 HIGH STREET #07-11,Resale,Strata,40,"15,071",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,"403,000",516.67,780,04 Aug 2010,101 UPPER CROSS STREET #05-40,Resale,Strata,48,"8,396",Office,99 yrs from 02/06/1970,01,05,058357,Central Region,Outram
INTERNATIONAL PLAZA,"2,107,000","1,453.14","1,450",05 Aug 2010,10 ANSON ROAD #10-25,Resale,Strata,135,"15,607",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
ROXY SQUARE,"630,000",419.8,"1,501",05 Aug 2010,50 EAST COAST ROAD #02-38,Resale,Strata,39,"16,154",Office,9999 yrs from 01/01/1980,15,42,428769,Central Region,Marine Parade
SUNTEC TOWER ONE,"24,991,290","11,732.76","2,130",05 Aug 2010,"7 TEMASEK BOULEVARD #23-01,02,03",Resale,Strata,"1,090","22,928",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
THE ARIZON,"800,000","1,151.75",695,06 Aug 2010,538 GEYLANG ROAD #02-09,Sub Sale,Strata,107,"7,477",Office,Freehold,14,38,389493,Central Region,Geylang
EASTGATE,"1,131,594","1,194.8",947,06 Aug 2010,46 EAST COAST ROAD #08-05,Resale,Strata,111,"10,195",Office,Freehold,15,42,428766,Central Region,Marine Parade
EASTGATE,"1,053,678","1,162.51",906,06 Aug 2010,46 EAST COAST ROAD #08-06,Resale,Strata,108,"9,756",Office,Freehold,15,42,428766,Central Region,Marine Parade
EASTGATE,"1,072,704","1,184.04",906,06 Aug 2010,46 EAST COAST ROAD #08-02,Resale,Strata,110,"9,752",Office,Freehold,15,42,428766,Central Region,Marine Parade
EASTGATE,"761,030",839.59,906,06 Aug 2010,46 EAST COAST ROAD #08-04,Resale,Strata,78,"9,757",Office,Freehold,15,42,428766,Central Region,Marine Parade
EASTGATE,"1,131,594","1,248.62",906,06 Aug 2010,46 EAST COAST ROAD #08-03,Resale,Strata,116,"9,755",Office,Freehold,15,42,428766,Central Region,Marine Parade
FAR EAST SHOPPING CENTRE,"1,881,388",818.06,"2,300",10 Aug 2010,545 ORCHARD ROAD #09-01,Resale,Strata,76,"24,755",Office,999 yrs from 30/10/1871,09,23,238882,Central Region,Orchard
MALACCA CENTRE,"2,880,000","1,829.88","1,574",10 Aug 2010,20 MALACCA STREET #05-00,Resale,Strata,170,"16,941",Office,999 yrs from 20/04/1826,01,04,048979,Central Region,Downtown Core
THE CENTRAL,"1,098,550",635.08,"1,730",10 Aug 2010,6 EU TONG SEN STREET #08-09,Resale,Strata,59,"18,619",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
ICON@CHANGI,"531,000",365.98,"1,451",11 Aug 2010,228 CHANGI ROAD #02-06,New Sale,Strata,34,"15,618",Office,Freehold,14,41,419741,Central Region,Geylang
EASTGATE,"1,068,790","1,184.04",903,12 Aug 2010,46 EAST COAST ROAD #07-02,Resale,Strata,110,"9,716",Office,Freehold,15,42,428766,Central Region,Marine Parade
INTERNATIONAL PLAZA,"3,338,000","2,357.32","1,416",12 Aug 2010,10 ANSON ROAD #16-09,Resale,Strata,219,"15,242",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
EASTGATE,"1,020,209","1,130.22",903,12 Aug 2010,46 EAST COAST ROAD #07-01,Resale,Strata,105,"9,716",Office,Freehold,15,42,428766,Central Region,Marine Parade
EASTGATE,"1,127,088","1,248.62",903,12 Aug 2010,46 EAST COAST ROAD #07-03,Resale,Strata,116,"9,716",Office,Freehold,15,42,428766,Central Region,Marine Parade
EASTGATE,"1,088,912","1,184.04",920,12 Aug 2010,46 EAST COAST ROAD #06-02,Resale,Strata,110,"9,899",Office,Freehold,15,42,428766,Central Region,Marine Parade
EASTGATE,"1,086,867","1,194.8",910,12 Aug 2010,46 EAST COAST ROAD #06-05,Resale,Strata,111,"9,792",Office,Freehold,15,42,428766,Central Region,Marine Parade
ICON@CHANGI,"619,548",430.56,"1,439",13 Aug 2010,228 CHANGI ROAD #04-02,New Sale,Strata,40,"15,489",Office,Freehold,14,41,419741,Central Region,Geylang
PEOPLE'S PARK CENTRE,"870,000",958,908,13 Aug 2010,101A UPPER CROSS STREET #13-09,Resale,Strata,89,"9,775",Office,99 yrs from 02/06/1970,01,05,058358,Central Region,Outram
ICON@CHANGI,"615,000",430.56,"1,428",13 Aug 2010,228 CHANGI ROAD #05-02,New Sale,Strata,40,"15,375",Office,Freehold,14,41,419741,Central Region,Geylang
SIM LIM TOWER,"1,627,500","1,550.02","1,050",16 Aug 2010,10 JALAN BESAR #16-01,Resale,Strata,144,"11,302",Office,Freehold,08,20,208787,Central Region,Rochor
ORCHARD PLAZA,"751,920",624.31,"1,204",17 Aug 2010,150 ORCHARD ROAD #07-09,Resale,Strata,58,"12,964",Office,99 yrs from 02/06/1977,09,23,238841,Central Region,Orchard
INTERNATIONAL PLAZA,"1,404,700",936.47,"1,500",17 Aug 2010,"10 ANSON ROAD #28-03,03A",Resale,Strata,87,"16,146",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
ORCHARD PLAZA,"998,945",828.83,"1,205",17 Aug 2010,150 ORCHARD ROAD #07-12,Resale,Strata,77,"12,973",Office,99 yrs from 02/06/1977,09,23,238841,Central Region,Orchard
