MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2010 to Jul 2026


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
,,19,22 Jul 2024,3.5241,3.6402
,,22,23 Jul 2024,3.5218,3.6397
,,23,24 Jul 2024,3.5180,3.6393
,,24,25 Jul 2024,3.5139,3.6395
,,25,26 Jul 2024,3.5159,3.6400
,,26,29 Jul 2024,3.5321,3.6399
,,29,30 Jul 2024,3.5358,3.6403
,,30,31 Jul 2024,3.5343,3.6389
,,31,01 Aug 2024,3.5343,3.6381
,Aug,01,02 Aug 2024,3.5381,3.6384
,,02,05 Aug 2024,3.5504,3.6340
,,05,06 Aug 2024,3.5532,3.6325
,,06,07 Aug 2024,3.5547,3.6303
,,07,08 Aug 2024,3.5573,3.6279
,,08,12 Aug 2024,3.5755,3.6110
,,12,13 Aug 2024,3.5784,3.6070
,,13,14 Aug 2024,3.5823,3.6066
,,14,15 Aug 2024,3.5842,3.6062
,,15,16 Aug 2024,3.5842,3.6051
,,16,19 Aug 2024,3.5834,3.6032
,,19,20 Aug 2024,3.5821,3.6027
,,20,21 Aug 2024,3.5743,3.6001
,,21,22 Aug 2024,3.5617,3.5973
,,22,23 Aug 2024,3.5497,3.5944
,,23,26 Aug 2024,3.5172,3.5811
,,26,27 Aug 2024,3.5031,3.5761
,,27,28 Aug 2024,3.4922,3.5723
,,28,29 Aug 2024,3.4826,3.5702
,,29,30 Aug 2024,3.4790,3.5690
,,30,02 Sep 2024,3.4840,3.5694
,Sep,02,03 Sep 2024,3.4796,3.5686
,,03,04 Sep 2024,3.4788,3.5657
,,04,05 Sep 2024,3.4749,3.5619
,,05,06 Sep 2024,3.4707,3.5578
,,06,09 Sep 2024,3.4701,3.5515
,,09,10 Sep 2024,3.4674,3.5479
,,10,11 Sep 2024,3.4641,3.5468
,,11,12 Sep 2024,3.4621,3.5468
,,12,13 Sep 2024,3.4580,3.5456
,,13,16 Sep 2024,3.4524,3.5395
,,16,17 Sep 2024,3.4530,3.5370
,,17,18 Sep 2024,3.4505,3.5334
,,18,19 Sep 2024,3.4476,3.5305
,,19,20 Sep 2024,3.4334,3.5240
,,20,23 Sep 2024,3.4293,3.5103
,,23,24 Sep 2024,3.4256,3.5046
,,24,25 Sep 2024,3.4225,3.4988
,,25,26 Sep 2024,3.4206,3.4944
,,26,27 Sep 2024,3.4269,3.4924
,,27,30 Sep 2024,3.4213,3.4882
,,30,01 Oct 2024,3.4287,3.4932
,Oct,01,02 Oct 2024,3.4352,3.4966
,,02,03 Oct 2024,3.4405,3.4987
,,03,04 Oct 2024,3.4417,3.5000
,,04,07 Oct 2024,3.4458,3.5013
,,07,08 Oct 2024,3.4430,3.5010
,,08,09 Oct 2024,3.4364,3.5002
,,09,10 Oct 2024,3.4293,3.4991
,,10,11 Oct 2024,3.4163,3.4949
,,11,14 Oct 2024,3.3728,3.4808
,,14,15 Oct 2024,3.3575,3.4757
,,15,16 Oct 2024,3.3405,3.4704
,,16,17 Oct 2024,3.3193,3.4637
,,17,18 Oct 2024,3.3007,3.4566
,,18,21 Oct 2024,3.2737,3.4371
,,21,22 Oct 2024,3.2690,3.4314
,,22,23 Oct 2024,3.2664,3.4266
,,23,24 Oct 2024,3.2647,3.4215
,,24,25 Oct 2024,3.2584,3.4150
,,25,28 Oct 2024,3.2316,3.3948
,,28,29 Oct 2024,3.2235,3.3884
,,29,30 Oct 2024,3.2163,3.3834
,,30,01 Nov 2024,3.1912,3.3769
,Nov,01,04 Nov 2024,3.1513,3.3658
,,04,05 Nov 2024,3.1331,3.3593
,,05,06 Nov 2024,3.1124,3.3516
,,06,07 Nov 2024,3.0900,3.3438
,,07,08 Nov 2024,3.0716,3.3364
,,08,11 Nov 2024,3.0559,3.3202
,,11,12 Nov 2024,3.0569,3.3151
,,12,13 Nov 2024,3.0562,3.3088
,,13,14 Nov 2024,3.0518,3.3010
,,14,15 Nov 2024,3.0458,3.2932
,,15,18 Nov 2024,3.0416,3.2728
,,18,19 Nov 2024,3.0465,3.2685
,,19,20 Nov 2024,3.0492,3.2632
,,20,21 Nov 2024,3.0480,3.2588
,,21,22 Nov 2024,3.0382,3.2540
,,22,25 Nov 2024,3.0432,3.2500
,,25,26 Nov 2024,3.0442,3.2482
,,26,27 Nov 2024,3.0401,3.2447
,,27,28 Nov 2024,3.0322,3.2389
,,28,29 Nov 2024,3.0218,3.2322
,,29,02 Dec 2024,3.0093,3.2147
,Dec,02,03 Dec 2024,3.0000,3.2093
,,03,04 Dec 2024,2.9947,3.2039
,,04,05 Dec 2024,2.9953,3.1988
,,05,06 Dec 2024,2.9904,3.1909
,,06,09 Dec 2024,2.9824,3.1676
,,09,10 Dec 2024,2.9852,3.1640
,,10,11 Dec 2024,2.9855,3.1598
,,11,12 Dec 2024,2.9836,3.1546
,,12,13 Dec 2024,2.9872,3.1509
,,13,16 Dec 2024,3.0206,3.1413
,,16,17 Dec 2024,3.0289,3.1370
,,17,18 Dec 2024,3.0341,3.1327
,,18,19 Dec 2024,3.0289,3.1276
,,19,20 Dec 2024,3.0266,3.1263
,,20,23 Dec 2024,3.0562,3.1272
,,23,24 Dec 2024,3.0450,3.1232
,,24,26 Dec 2024,3.0229,3.1143
,,26,27 Dec 2024,3.0112,3.1047
,,27,30 Dec 2024,2.9800,3.0799
,,30,31 Dec 2024,2.9586,3.0717
,,31,02 Jan 2025,2.8958,3.0346


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
2025,Jan,02,03 Jan 2025,2.8818,3.0227
,,03,06 Jan 2025,2.8632,2.9962
,,06,07 Jan 2025,2.8616,2.9883
,,07,08 Jan 2025,2.8583,2.9805
,,08,09 Jan 2025,2.8568,2.9744
,,09,10 Jan 2025,2.8474,2.9700
,,10,13 Jan 2025,2.8456,2.9701
,,13,14 Jan 2025,2.8353,2.9683
,,14,15 Jan 2025,2.8248,2.9666
,,15,16 Jan 2025,2.8106,2.9642
,,16,17 Jan 2025,2.7885,2.9594
,,17,20 Jan 2025,2.7149,2.9364
,,20,21 Jan 2025,2.6833,2.9284
,,21,22 Jan 2025,2.6592,2.9221
,,22,23 Jan 2025,2.6384,2.9162
,,23,24 Jan 2025,2.6469,2.9157
,,24,27 Jan 2025,2.6848,2.9180
,,27,28 Jan 2025,2.6983,2.9175
,,28,31 Jan 2025,2.7613,2.9182
,,31,03 Feb 2025,2.7985,2.8993
,Feb,03,04 Feb 2025,2.7951,2.8930
,,04,05 Feb 2025,2.7906,2.8889
,,05,06 Feb 2025,2.7783,2.8830
,,06,07 Feb 2025,2.7669,2.8790
,,07,10 Feb 2025,2.7357,2.8615
,,10,11 Feb 2025,2.7175,2.8554
,,11,12 Feb 2025,2.6966,2.8480
,,12,13 Feb 2025,2.6772,2.8418
,,13,14 Feb 2025,2.6632,2.8367
,,14,17 Feb 2025,2.6318,2.8207
,,17,18 Feb 2025,2.6338,2.8143
,,18,19 Feb 2025,2.6428,2.8077
,,19,20 Feb 2025,2.6497,2.8011
,,20,21 Feb 2025,2.6565,2.7959
,,21,24 Feb 2025,2.6232,2.7752
,,24,25 Feb 2025,2.5971,2.7661
,,25,26 Feb 2025,2.5759,2.7590
,,26,27 Feb 2025,2.5539,2.7534
,,27,28 Feb 2025,2.5430,2.7518
,,28,03 Mar 2025,2.4637,2.7291
,Mar,03,04 Mar 2025,2.4524,2.7208
,,04,05 Mar 2025,2.4407,2.7129
,,05,06 Mar 2025,2.4386,2.7078
,,06,07 Mar 2025,2.4335,2.7018
,,07,10 Mar 2025,2.3937,2.6736
,,10,11 Mar 2025,2.3783,2.6624
,,11,12 Mar 2025,2.3665,2.6518
,,12,13 Mar 2025,2.3514,2.6395
,,13,14 Mar 2025,2.3422,2.6282
,,14,17 Mar 2025,2.3374,2.5997
,,17,18 Mar 2025,2.3384,2.5917
,,18,19 Mar 2025,2.3354,2.5857
,,19,20 Mar 2025,2.3347,2.5796
,,20,21 Mar 2025,2.3353,2.5712
,,21,24 Mar 2025,2.3668,2.5569
,,24,25 Mar 2025,2.3846,2.5571
,,25,26 Mar 2025,2.4034,2.5592
,,26,27 Mar 2025,2.4245,2.5641
,,27,28 Mar 2025,2.4144,2.5618
,,28,01 Apr 2025,2.3770,2.5507
,Apr,01,02 Apr 2025,2.3616,2.5496
,,02,03 Apr 2025,2.3523,2.5460
,,03,04 Apr 2025,2.3486,2.5400
,,04,07 Apr 2025,2.3486,2.5243
,,07,08 Apr 2025,2.3629,2.5221
,,08,09 Apr 2025,2.3707,2.5171
,,09,10 Apr 2025,2.3768,2.5108
,,10,11 Apr 2025,2.3828,2.5018
,,11,14 Apr 2025,2.3975,2.4768
,,14,15 Apr 2025,2.3945,2.4695
,,15,16 Apr 2025,2.3918,2.4635
,,16,17 Apr 2025,2.3881,2.4612
,,17,21 Apr 2025,2.3583,2.4588
,,21,22 Apr 2025,2.3423,2.4551
,,22,23 Apr 2025,2.3258,2.4501
,,23,24 Apr 2025,2.3107,2.4407
,,24,25 Apr 2025,2.2912,2.4305
,,25,28 Apr 2025,2.2277,2.3991
,,28,29 Apr 2025,2.2290,2.3885
,,29,30 Apr 2025,2.2301,2.3778
,,30,02 May 2025,2.2393,2.3587
,May,02,05 May 2025,2.2443,2.3472
,,05,06 May 2025,2.2428,2.3460
,,06,07 May 2025,2.2398,2.3431
,,07,08 May 2025,2.2240,2.3385
,,08,09 May 2025,2.2177,2.3349
,,09,13 May 2025,2.2119,2.3241
,,13,14 May 2025,2.2150,2.3229
,,14,15 May 2025,2.2121,2.3204
,,15,16 May 2025,2.2078,2.3175
,,16,19 May 2025,2.1983,2.3075
,,19,20 May 2025,2.1977,2.3042
,,20,21 May 2025,2.1953,2.3004
,,21,22 May 2025,2.1937,2.2976
,,22,23 May 2025,2.1935,2.2951
,,23,26 May 2025,2.2040,2.2919
,,26,27 May 2025,2.2031,2.2884
,,27,28 May 2025,2.2046,2.2829
,,28,29 May 2025,2.2027,2.2812
,,29,30 May 2025,2.2006,2.2795
,,30,02 Jun 2025,2.1931,2.2692
,Jun,02,03 Jun 2025,2.1875,2.2653
,,03,04 Jun 2025,2.1723,2.2597
,,04,05 Jun 2025,2.1486,2.2517
,,05,06 Jun 2025,2.1223,2.2423
,,06,09 Jun 2025,2.0537,2.2181
,,09,10 Jun 2025,2.0293,2.2112
,,10,11 Jun 2025,2.0136,2.2075
,,11,12 Jun 2025,2.0016,2.2050
,,12,13 Jun 2025,1.9847,2.2013
,,13,16 Jun 2025,1.9369,2.1825
,,16,17 Jun 2025,1.9255,2.1759
,,17,18 Jun 2025,1.9108,2.1685
,,18,19 Jun 2025,1.9007,2.1616
,,19,20 Jun 2025,1.8873,2.1542
,,20,23 Jun 2025,1.8555,2.1280
,,23,24 Jun 2025,1.8369,2.1174
,,24,25 Jun 2025,1.8183,2.1055
,,25,26 Jun 2025,1.8019,2.0925
,,26,27 Jun 2025,1.7932,2.0797
,,27,30 Jun 2025,1.7455,2.0607
,,30,01 Jul 2025,1.7155,2.0533
,Jul,01,02 Jul 2025,1.6932,2.0470
,,02,03 Jul 2025,1.6722,2.0392
,,03,04 Jul 2025,1.6637,2.0320
,,04,07 Jul 2025,1.6630,2.0046
,,07,08 Jul 2025,1.6672,1.9937
,,08,09 Jul 2025,1.6733,1.9856
,,09,10 Jul 2025,1.6771,1.9778
,,10,11 Jul 2025,1.6713,1.9701
,,11,14 Jul 2025,1.6621,1.9504
,,14,15 Jul 2025,1.6592,1.9436
,,15,16 Jul 2025,1.6517,1.9353
,,16,17 Jul 2025,1.6442,1.9274
,,17,18 Jul 2025,1.6322,1.9176
,,18,21 Jul 2025,1.5851,1.8885
,,21,22 Jul 2025,1.5687,1.8791
,,22,23 Jul 2025,1.5574,1.8715
,,23,24 Jul 2025,1.5619,1.8675
,,24,25 Jul 2025,1.5698,1.8648
,,25,28 Jul 2025,1.5853,1.8574
,,28,29 Jul 2025,1.5903,1.8531
,,29,30 Jul 2025,1.5981,1.8497
,,30,31 Jul 2025,1.6055,1.8495
,,31,01 Aug 2025,1.6117,1.8450
,Aug,01,04 Aug 2025,1.6198,1.8230
,,04,05 Aug 2025,1.6254,1.8161
,,05,06 Aug 2025,1.6320,1.8098
,,06,07 Aug 2025,1.6356,1.8030
,,07,08 Aug 2025,1.6368,1.7978
,,08,11 Aug 2025,1.6345,1.7769
,,11,12 Aug 2025,1.6315,1.7698
,,12,13 Aug 2025,1.6215,1.7602
,,13,14 Aug 2025,1.6108,1.7491
,,14,15 Aug 2025,1.5992,1.7395
,,15,18 Aug 2025,1.5738,1.7088
,,18,19 Aug 2025,1.5716,1.6993
,,19,20 Aug 2025,1.5773,1.6919
,,20,21 Aug 2025,1.5899,1.6873
,,21,22 Aug 2025,1.5966,1.6808
,,22,25 Aug 2025,1.5516,1.6497
,,25,26 Aug 2025,1.5274,1.6375
,,26,27 Aug 2025,1.4972,1.6252
,,27,28 Aug 2025,1.4643,1.6111
,,28,29 Aug 2025,1.4380,1.5986
,,29,01 Sep 2025,1.3630,1.5638
,Sep,01,02 Sep 2025,1.3354,1.5488
,,02,03 Sep 2025,1.3144,1.5358
,,03,04 Sep 2025,1.3111,1.5320
,,04,05 Sep 2025,1.3048,1.5310
,,05,08 Sep 2025,1.3104,1.5387
,,08,09 Sep 2025,1.3115,1.5405
,,09,10 Sep 2025,1.3150,1.5427
,,10,11 Sep 2025,1.3093,1.5389
,,11,12 Sep 2025,1.3007,1.5329
,,12,15 Sep 2025,1.3022,1.5206
,,15,16 Sep 2025,1.3080,1.5165
,,16,17 Sep 2025,1.3057,1.5095
,,17,18 Sep 2025,1.3033,1.5036
,,18,19 Sep 2025,1.2988,1.4959
,,19,22 Sep 2025,1.2957,1.4879
,,22,23 Sep 2025,1.3007,1.4839
,,23,24 Sep 2025,1.3025,1.4800
,,24,25 Sep 2025,1.3010,1.4749
,,25,26 Sep 2025,1.3070,1.4703
,,26,29 Sep 2025,1.3503,1.4599
,,29,30 Sep 2025,1.3611,1.4571
,,30,01 Oct 2025,1.3771,1.4532
,Oct,01,02 Oct 2025,1.3876,1.4489
,,02,03 Oct 2025,1.3927,1.4444
,,03,06 Oct 2025,1.3623,1.4356
,,06,07 Oct 2025,1.3385,1.4302
,,07,08 Oct 2025,1.3206,1.4254
,,08,09 Oct 2025,1.3074,1.4209
,,09,10 Oct 2025,1.3003,1.4196
,,10,13 Oct 2025,1.3064,1.4121
,,13,14 Oct 2025,1.3035,1.4075
,,14,15 Oct 2025,1.3006,1.4034
,,15,16 Oct 2025,1.2956,1.4001
,,16,17 Oct 2025,1.2958,1.3956
,,17,21 Oct 2025,1.2973,1.3966
,,21,22 Oct 2025,1.2869,1.3958
,,22,23 Oct 2025,1.2784,1.3927
,,23,24 Oct 2025,1.2727,1.3854
,,24,27 Oct 2025,1.2667,1.3641
,,27,28 Oct 2025,1.2592,1.3561
,,28,29 Oct 2025,1.2447,1.3469
,,29,30 Oct 2025,1.2309,1.3371
,,30,31 Oct 2025,1.2282,1.3297
,,31,03 Nov 2025,1.2518,1.3203
,Nov,03,04 Nov 2025,1.2448,1.3143
,,04,05 Nov 2025,1.2360,1.3068
,,05,06 Nov 2025,1.2238,1.2978
,,06,07 Nov 2025,1.2196,1.2897
,,07,10 Nov 2025,1.1844,1.2675
,,10,11 Nov 2025,1.1729,1.2619
,,11,12 Nov 2025,1.1584,1.2551
,,12,13 Nov 2025,1.1414,1.2499
,,13,14 Nov 2025,1.1322,1.2459
,,14,17 Nov 2025,1.1135,1.2390
,,17,18 Nov 2025,1.1118,1.2400
,,18,19 Nov 2025,1.1059,1.2389
,,19,20 Nov 2025,1.1030,1.2362
,,20,21 Nov 2025,1.1047,1.2328
,,21,24 Nov 2025,1.1520,1.2434
,,24,25 Nov 2025,1.1527,1.2434
,,25,26 Nov 2025,1.1473,1.2428
,,26,27 Nov 2025,1.1450,1.2452
,,27,28 Nov 2025,1.1488,1.2496
,,28,01 Dec 2025,1.1455,1.2530
,Dec,01,02 Dec 2025,1.1348,1.2564
,,02,03 Dec 2025,1.1212,1.2565
,,03,04 Dec 2025,1.1190,1.2508
,,04,05 Dec 2025,1.1199,1.2456
,,05,08 Dec 2025,1.1445,1.2269
,,08,09 Dec 2025,1.1516,1.2216
,,09,10 Dec 2025,1.1558,1.2144
,,10,11 Dec 2025,1.1541,1.2101
,,11,12 Dec 2025,1.1563,1.2069
,,12,15 Dec 2025,1.1759,1.2004
,,15,16 Dec 2025,1.1804,1.1980
,,16,17 Dec 2025,1.1886,1.1995
,,17,18 Dec 2025,1.1878,1.2011
,,18,19 Dec 2025,1.1920,1.2029
,,19,22 Dec 2025,1.1836,1.1968
,,22,23 Dec 2025,1.1722,1.1958
,,23,24 Dec 2025,1.1592,1.1954
,,24,26 Dec 2025,1.1633,1.1946
,,26,29 Dec 2025,1.1690,1.1895
,,29,30 Dec 2025,1.1787,1.1891
,,30,31 Dec 2025,1.1833,1.1906
,,31,02 Jan 2026,1.1739,1.1857


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
2026,Jan,02,05 Jan 2026,1.1779,1.1797
,,05,06 Jan 2026,1.1767,1.1781
,,06,07 Jan 2026,1.1756,1.1793
,,07,08 Jan 2026,1.1718,1.1778
,,08,09 Jan 2026,1.1679,1.1754
,,09,12 Jan 2026,1.1679,1.1620
,,12,13 Jan 2026,1.1613,1.1569
,,13,14 Jan 2026,1.1533,1.1530
,,14,15 Jan 2026,1.1496,1.1505
,,15,16 Jan 2026,1.1554,1.1517
,,16,19 Jan 2026,1.1498,1.1499
,,19,20 Jan 2026,1.1378,1.1460
,,20,21 Jan 2026,1.1241,1.1415
,,21,22 Jan 2026,1.1107,1.1383
,,22,23 Jan 2026,1.1054,1.1384
,,23,26 Jan 2026,1.1176,1.1436
,,26,27 Jan 2026,1.1250,1.1458
,,27,28 Jan 2026,1.1247,1.1465
,,28,29 Jan 2026,1.1275,1.1505
,,29,30 Jan 2026,1.1312,1.1559
,,30,02 Feb 2026,1.1382,1.1502
,Feb,02,03 Feb 2026,1.1419,1.1478
,,03,04 Feb 2026,1.1408,1.1472
,,04,05 Feb 2026,1.1369,1.1463
,,05,06 Feb 2026,1.1315,1.1469
,,06,09 Feb 2026,1.1136,1.1454
,,09,10 Feb 2026,1.1091,1.1451
,,10,11 Feb 2026,1.1031,1.1427
,,11,12 Feb 2026,1.0971,1.1413
,,12,13 Feb 2026,1.0978,1.1422
,,13,16 Feb 2026,1.0923,1.1434
,,16,19 Feb 2026,1.0804,1.1413
,,19,20 Feb 2026,1.0919,1.1422
,,20,23 Feb 2026,1.1193,1.1330
,,23,24 Feb 2026,1.1108,1.1269
,,24,25 Feb 2026,1.1001,1.1244
,,25,26 Feb 2026,1.0905,1.1244
,,26,27 Feb 2026,1.0761,1.1226
,,27,02 Mar 2026,1.0431,1.1219
,Mar,02,03 Mar 2026,1.0406,1.1232
,,03,04 Mar 2026,1.0357,1.1218
,,04,05 Mar 2026,1.0330,1.1197
,,05,06 Mar 2026,1.0284,1.1160
,,06,09 Mar 2026,1.0302,1.1073
,,09,10 Mar 2026,1.0334,1.1067
,,10,11 Mar 2026,1.0378,1.1062
,,11,12 Mar 2026,1.0426,1.1055
,,12,13 Mar 2026,1.0387,1.1023
,,13,16 Mar 2026,1.0205,1.0926
,,16,17 Mar 2026,1.0141,1.0887
,,17,18 Mar 2026,1.0087,1.0851
,,18,19 Mar 2026,1.0044,1.0816
,,19,20 Mar 2026,0.9977,1.0794
,,20,23 Mar 2026,0.9943,1.0766
,,23,24 Mar 2026,0.9976,1.0758
,,24,25 Mar 2026,1.0019,1.0749
,,25,26 Mar 2026,1.0054,1.0743
,,26,27 Mar 2026,1.0101,1.0733
,,27,30 Mar 2026,1.0286,1.0715
,,30,31 Mar 2026,1.0327,1.0697
,,31,01 Apr 2026,1.0308,1.0708
,Apr,01,02 Apr 2026,1.0250,1.0705
,,02,06 Apr 2026,1.0384,1.0683
,,06,07 Apr 2026,1.0416,1.0669
,,07,08 Apr 2026,1.0463,1.0671
,,08,09 Apr 2026,1.0525,1.0675
,,09,10 Apr 2026,1.0539,1.0675
,,10,13 Apr 2026,1.0387,1.0600
,,13,14 Apr 2026,1.0403,1.0600
,,14,15 Apr 2026,1.0392,1.0576
,,15,16 Apr 2026,1.0364,1.0516
,,16,17 Apr 2026,1.0355,1.0479
,,17,20 Apr 2026,1.0234,1.0399
,,20,21 Apr 2026,1.0130,1.0400
,,21,22 Apr 2026,1.0047,1.0408
,,22,23 Apr 2026,0.9935,1.0380
,,23,24 Apr 2026,0.9862,1.0335
,,24,27 Apr 2026,0.9727,1.0208
,,27,28 Apr 2026,0.9708,1.0201
,,28,29 Apr 2026,0.9734,1.0198
,,29,30 Apr 2026,0.9766,1.0182
,,30,04 May 2026,1.0243,1.0298
,May,04,05 May 2026,1.0385,1.0356
,,05,06 May 2026,1.0542,1.0415
,,06,07 May 2026,1.0647,1.0463
,,07,08 May 2026,1.0744,1.0514
,,08,11 May 2026,1.1230,1.0709
,,11,12 May 2026,1.1399,1.0759
,,12,13 May 2026,1.1506,1.0774
,,13,14 May 2026,1.1572,1.0783
,,14,15 May 2026,1.1714,1.0807
,,15,18 May 2026,1.2046,1.0845
,,18,19 May 2026,1.2128,1.0851
,,19,20 May 2026,1.2210,1.0829
,,20,21 May 2026,1.2265,1.0808
,,21,22 May 2026,1.2299,1.0786
,,22,25 May 2026,1.2313,1.0731
,,25,26 May 2026,1.2276,1.0711
,,26,28 May 2026,1.2145,1.0680
,,28,29 May 2026,1.1967,1.0645
,,29,02 Jun 2026,1.1404,1.0564
,Jun,02,03 Jun 2026,1.1261,1.0549
,,03,04 Jun 2026,1.1144,1.0565
,,04,05 Jun 2026,1.0992,1.0579
,,05,08 Jun 2026,1.0690,1.0641
,,08,09 Jun 2026,1.0608,1.0676
,,09,10 Jun 2026,1.0565,1.0711
,,10,11 Jun 2026,1.0495,1.0739
,,11,12 Jun 2026,1.0451,1.0757
,,12,15 Jun 2026,1.0445,1.0851
,,15,16 Jun 2026,1.0386,1.0864
,,16,17 Jun 2026,1.0252,1.0850
,,17,18 Jun 2026,1.0131,1.0836
,,18,19 Jun 2026,1.0065,1.0833
,,19,22 Jun 2026,0.9984,1.0770
,,22,23 Jun 2026,1.0023,1.0753
,,23,24 Jun 2026,1.0043,1.0736
,,24,25 Jun 2026,1.0075,1.0727
,,25,26 Jun 2026,1.0156,1.0725
,,26,29 Jun 2026,1.0727,1.0806
,,29,30 Jun 2026,1.0854,1.0813
,,30,01 Jul 2026,1.1032,1.0825
,Jul,01,02 Jul 2026,1.1170,1.0871
,,02,03 Jul 2026,1.1313,1.0911
,,03,06 Jul 2026,1.1729,1.1051
,,06,07 Jul 2026,1.1827,1.1091
,,07,08 Jul 2026,1.1946,1.1132
,,08,09 Jul 2026,1.1966,1.1153


" After a review of the market demand and usage of MAS-administered financial benchmarks, a decision was made to discontinue the following domestic interest rates with effect from 1 January 2014: "
"    *  Interbank (overnight, 1-week, 1-month, 2-month, 3-month, 6-month, 12-month)"
"    *  3-month commercial bills"
"    *  SGS Overnight Repo"
" Historical data for these rates will still be available on the MAS website. For further enquiries, please contact the Monetary and Domestic Markets Management Department at 6229 9150."
" The Singapore Overnight Rate Average or SORA is the volume-weighted average rate of borrowing transactions in the unsecured overnight interbank SGD cash market in Singapore between 8.00am and 6.15pm."
" The SORA Publication Date is the same date as the SORA Compounded Index Value Date."
" For the Singapore Interbank Offered Rates (SIBOR) and Swap Offer Rates (SOR), please refer to the Association of Banks in Singapore's website."
